uninumbr,namefull,namebr,addresbr,citybr,stalpbr,zipbr,cntynamb,asset,depdom,depsumbr,bkclass,bkmo,brnum,brsertyp,cert,charter,clcode,regagnt,specdesc
191832,"Bank of America, National Association",Fulton Industrial Park Branch,5695 Fulton Industrial Boulevard,Atlanta,GA,30336,Fulton,1705928000,1270151000,36863,N,0,4198,11,03510,Fed,3,OCC,All Other > $1 Billion
217747,"Bank of America, National Association",Jimmy Carter Boulevard Branch,"5813 Jimmy Carter Boulevard, N.W.",Norcross,GA,30071,Gwinnett,1705928000,1270151000,137083,N,0,4224,11,03510,Fed,3,OCC,All Other > $1 Billion
191725,"Bank of America, National Association",Bullsboro Branch,60 Bullsboro Road,Newnan,GA,30263,Coweta,1705928000,1270151000,101292,N,0,4260,11,03510,Fed,3,OCC,All Other > $1 Billion
001424,"Bank of America, National Association",Atlanta Bank Of America Plaza Branch,"600 Peachtree Street, N.E.",Atlanta,GA,30308,Fulton,1705928000,1270151000,14551076,N,0,4149,11,03510,Fed,3,OCC,All Other > $1 Billion
012047,"Bank of America, National Association",Sandy Springs Branch,6087 Roswell Road,Atlanta,GA,30328,Fulton,1705928000,1270151000,211318,N,0,4213,11,03510,Fed,3,OCC,All Other > $1 Billion
191883,"Bank of America, National Association",Panola Road Branch,6138 Covington Highway,Lithonia,GA,30058,DeKalb,1705928000,1270151000,62722,N,0,4274,11,03510,Fed,3,OCC,All Other > $1 Billion
191857,"Bank of America, National Association",Lawrenceville Branch,615 West Pike Street,Lawrenceville,GA,30045,Gwinnett,1705928000,1270151000,179249,N,0,4263,11,03510,Fed,3,OCC,All Other > $1 Billion
366001,"Bank of America, National Association",Windward Parkway Financial Branch,6225 Windward Parkway,Alpharetta,GA,30005,Fulton,1705928000,1270151000,165200,N,0,6739,11,03510,Fed,3,OCC,All Other > $1 Billion
191583,"Bank of America, National Association",West Fork Instore Branch,630 Thornton Road,Lithia Springs,GA,30122,Douglas,1705928000,1270151000,29934,N,0,4608,12,03510,Fed,3,OCC,All Other > $1 Billion
191907,"Bank of America, National Association",North Point Branch,6304 North Point Parkway,Alpharetta,GA,30022,Fulton,1705928000,1270151000,155995,N,0,4300,11,03510,Fed,3,OCC,All Other > $1 Billion
276686,"Bank of America, National Association",Lilburn Branch,641 Indian Trail Road Nw,Lilburn,GA,30047,Gwinnett,1705928000,1270151000,104914,N,0,4605,11,03510,Fed,3,OCC,All Other > $1 Billion
247832,"Bank of America, National Association",Riverdale Branch,6656 Church Street,Riverdale,GA,30274,Clayton,1705928000,1270151000,119379,N,0,4221,11,03510,Fed,3,OCC,All Other > $1 Billion
191825,"Bank of America, National Association",Shannon Southpark Branch,6737 Londonderry Way,Union City,GA,30291,Fulton,1705928000,1270151000,50171,N,0,4194,11,03510,Fed,3,OCC,All Other > $1 Billion
253966,"Bank of America, National Association",Arbor Place Mall Branch,6976 Douglas Boulevard,Douglasville,GA,30135,Douglas,1705928000,1270151000,144654,N,0,4247,11,03510,Fed,3,OCC,All Other > $1 Billion
419097,"Bank of America, National Association",Crossville Branch,700 West Crossville Road,Roswell,GA,30075,Fulton,1705928000,1270151000,151428,N,0,6771,11,03510,Fed,3,OCC,All Other > $1 Billion
191803,"Bank of America, National Association",West End Branch,"711 Lee Street, S.W.",Atlanta,GA,30310,Fulton,1705928000,1270151000,45502,N,0,4181,11,03510,Fed,3,OCC,All Other > $1 Billion
242502,"Bank of America, National Association",Tara Branch,825 Spur 138,Jonesboro,GA,30236,Clayton,1705928000,1270151000,66026,N,0,4537,11,03510,Fed,3,OCC,All Other > $1 Billion
191900,"Bank of America, National Association",Five Forks/Oak Road Branch,840 Oak Road,Lawrenceville,GA,30044,Gwinnett,1705928000,1270151000,120409,N,0,4285,11,03510,Fed,3,OCC,All Other > $1 Billion
191892,"Bank of America, National Association",Dunwoody Place Branch,"8755 Roswell Road, N.E.",Atlanta,GA,30350,Fulton,1705928000,1270151000,99925,N,0,4279,11,03510,Fed,3,OCC,All Other > $1 Billion
439353,"Bank of America, National Association",Providence Pavilion Branch,893 Veterans Memorial Highway Se,Mableton,GA,30126,Cobb,1705928000,1270151000,47949,N,0,7047,11,03510,Fed,3,OCC,All Other > $1 Billion
191950,"Bank of America, National Association",Cruse Rd Instore Branch,950 Herrington Road,Lawrenceville,GA,30044,Gwinnett,1705928000,1270151000,38298,N,0,4631,12,03510,Fed,3,OCC,All Other > $1 Billion
191510,"Bank of America, National Association",Ponce De Leon Branch,"956 Ponce De Leon Avenue, N.E.",Atlanta,GA,30306,Fulton,1705928000,1270151000,159892,N,0,4527,11,03510,Fed,3,OCC,All Other > $1 Billion
249546,"Wells Fargo Bank, National Association",Killian Hill Branch,1028 Killian Hill Road,Lilburn,GA,30047,Gwinnett,1731937000,1237791000,69799,N,0,7079,11,03511,Fed,3,OCC,All Other > $1 Billion
191444,"Wells Fargo Bank, National Association",Hammond Drive Branch,1034 Hammond Drive Ne,Atlanta,GA,30328,Fulton,1731937000,1237791000,117684,N,0,8475,11,03511,Fed,3,OCC,All Other > $1 Billion
290098,"Wells Fargo Bank, National Association",Suwanee Mcginnis Ferry Branch,1042 Peachtree Industrial Blvd,Suwanee,GA,30024,Gwinnett,1731937000,1237791000,194330,N,0,8195,11,03511,Fed,3,OCC,All Other > $1 Billion
250381,"Wells Fargo Bank, National Association",Huntcrest Branch,1062 Old Peachtree Road Nw,Lawrenceville,GA,30043,Gwinnett,1731937000,1237791000,63027,N,0,7165,11,03511,Fed,3,OCC,All Other > $1 Billion
191390,"Wells Fargo Bank, National Association",Chattahoochee Branch,"1071 Chattahoochee Ave, N.W.",Atlanta,GA,30318,Fulton,1731937000,1237791000,83648,N,0,8447,11,03511,Fed,3,OCC,All Other > $1 Billion
250366,"Wells Fargo Bank, National Association",Merchants Walk Remote Mb Branch,1080 Johnson Ferry Dr,Marietta,GA,30068,Cobb,1731937000,1237791000,3543,N,0,7158,23,03511,Fed,3,OCC,All Other > $1 Billion
191440,"Wells Fargo Bank, National Association",Mansell Road Branch,10825 Alpharetta Highway,Roswell,GA,30076,Fulton,1731937000,1237791000,149335,N,0,8473,11,03511,Fed,3,OCC,All Other > $1 Billion
247158,"Wells Fargo Bank, National Association",Powder Springs Branch,1102 Richard D Sailors Pkwy,Powder Springs,GA,30127,Cobb,1731937000,1237791000,109043,N,0,7089,11,03511,Fed,3,OCC,All Other > $1 Billion
265781,"Wells Fargo Bank, National Association",Cascade Branch,1120 Fairburn Road,Atlanta,GA,30331,Fulton,1731937000,1237791000,55123,N,0,7143,11,03511,Fed,3,OCC,All Other > $1 Billion
013362,"Wells Fargo Bank, National Association",Lovejoy Branch,11235 Tara Blvd,Lovejoy,GA,30250,Clayton,1731937000,1237791000,50969,N,0,7094,11,03511,Fed,3,OCC,All Other > $1 Billion
290079,"Wells Fargo Bank, National Association",One Atlantic Branch,1201 West Peachtree Street,Atlanta,GA,30309,Fulton,1731937000,1237791000,7010,N,0,8191,23,03511,Fed,3,OCC,All Other > $1 Billion
275608,"Wells Fargo Bank, National Association",Belvedere Branch,1221 Columbia Drive,Decatur,GA,30032,DeKalb,1731937000,1237791000,31015,N,0,9078,11,03511,Fed,3,OCC,All Other > $1 Billion
259293,"Wells Fargo Bank, National Association",Crabapple Branch,12450 Crabapple Road,Alpharetta,GA,30004,Fulton,1731937000,1237791000,67733,N,0,9098,11,03511,Fed,3,OCC,All Other > $1 Billion
443227,"Wells Fargo Bank, National Association",Glenridge Point Branch,125 Glenridge Point Pkwy Ne,Atlanta,GA,30342,Fulton,1731937000,1237791000,57347,N,0,9296,11,03511,Fed,3,OCC,All Other > $1 Billion
446862,"Wells Fargo Bank, National Association",Edgewood Branch,"1270 Caroline Street Ne, Bldg. 100, Suite D",Atlanta,GA,30307,DeKalb,1731937000,1237791000,105245,N,0,9347,11,03511,Fed,3,OCC,All Other > $1 Billion
290119,"Wells Fargo Bank, National Association",Windward Commons Branch,12830 Hwy 9 North,Alpharetta,GA,30004,Fulton,1731937000,1237791000,142278,N,0,8205,11,03511,Fed,3,OCC,All Other > $1 Billion
358447,"Wells Fargo Bank, National Association",Mcdonough Branch,130 South Zack Hinton Pkwy,Mcdonough,GA,30253,Henry,1731937000,1237791000,54266,N,0,8777,11,03511,Fed,3,OCC,All Other > $1 Billion
276792,"Wells Fargo Bank, National Association",Merchants Walk Branch,"1313 Johnson Ferry Road, Ne",Marietta,GA,30068,Cobb,1731937000,1237791000,311740,N,0,7139,11,03511,Fed,3,OCC,All Other > $1 Billion
191435,"Wells Fargo Bank, National Association",East Cobb Crossing Branch,1454 Johnson Ferry Road,Marietta,GA,30062,Cobb,1731937000,1237791000,110230,N,0,8464,11,03511,Fed,3,OCC,All Other > $1 Billion
476640,"Wells Fargo Bank, National Association",Moreland Station Branch,1459 Moreland Avenue Southeast,Atlanta,GA,30316,Fulton,1731937000,1237791000,21870,N,0,9821,11,03511,Fed,3,OCC,All Other > $1 Billion
540613,"Wells Fargo Bank, National Association",Russell Ridge Branch,1475 Buford Dr,Lawrenceville,GA,30043,Gwinnett,1731937000,1237791000,9912,N,0,10092,12,03511,Fed,3,OCC,All Other > $1 Billion
181307,"Wells Fargo Bank, National Association",Old Alabama Branch,1490 Holcomb Bridge Road,Roswell,GA,30076,Fulton,1731937000,1237791000,166277,N,0,7100,11,03511,Fed,3,OCC,All Other > $1 Billion
250426,"Wells Fargo Bank, National Association",Jonesboro Branch,154 South Main Street,Jonesboro,GA,30236,Clayton,1731937000,1237791000,66426,N,0,8465,11,03511,Fed,3,OCC,All Other > $1 Billion
230984,"Wells Fargo Bank, National Association",Wildwood Branch,1547 Powers Ferry Road,Marietta,GA,30067,Cobb,1731937000,1237791000,175157,N,0,7082,11,03511,Fed,3,OCC,All Other > $1 Billion
460568,"Wells Fargo Bank, National Association",Birmingham Village Branch,"15800 Birmingham Hwy, Bldg 700",Milton,GA,30004,Fulton,1731937000,1237791000,31192,N,0,9486,11,03511,Fed,3,OCC,All Other > $1 Billion
356839,"Wells Fargo Bank, National Association",North Snellville Branch,1590 Scenic Highway,Snellville,GA,30078,Gwinnett,1731937000,1237791000,113810,N,0,8214,11,03511,Fed,3,OCC,All Other > $1 Billion
265786,"Wells Fargo Bank, National Association",Ansley Mall Branch,"1605 Monroe Drive, N.E.",Atlanta,GA,30324,Fulton,1731937000,1237791000,167641,N,0,7145,11,03511,Fed,3,OCC,All Other > $1 Billion
276784,"Wells Fargo Bank, National Association",Lawrenceville Branch,161 South Clayton Street,Lawrenceville,GA,30046,Gwinnett,1731937000,1237791000,94417,N,0,7136,11,03511,Fed,3,OCC,All Other > $1 Billion
191460,"Wells Fargo Bank, National Association",Indian Trail Branch,1625 Indian Trail Road,Norcross,GA,30093,Gwinnett,1731937000,1237791000,70922,N,0,8491,11,03511,Fed,3,OCC,All Other > $1 Billion
276778,"Wells Fargo Bank, National Association",Dunwoody Branch,1630 Mt Vernon Road,Dunwoody,GA,30338,DeKalb,1731937000,1237791000,382003,N,0,7133,11,03511,Fed,3,OCC,All Other > $1 Billion
032986,"Wells Fargo Bank, National Association",171 17th Street Branch,171 17th Street N.W.,Atlanta,GA,30363,Fulton,1731937000,1237791000,216027,N,0,9066,11,03511,Fed,3,OCC,All Other > $1 Billion
457018,"Wells Fargo Bank, National Association",Newnan Corners Branch,"1725 Newnan Crossing Boulevard, East",Newnan,GA,30265,Coweta,1731937000,1237791000,47264,N,0,9469,11,03511,Fed,3,OCC,All Other > $1 Billion
359397,"Wells Fargo Bank, National Association",Mars Hill Branch,"1795 Mars Hills Road, N.W.",Acworth,GA,30101,Cobb,1731937000,1237791000,78616,N,0,8239,11,03511,Fed,3,OCC,All Other > $1 Billion
265841,"Wells Fargo Bank, National Association",East Lake Remote Mb Branch,1800 Lower Roswell Road,Marietta,GA,30068,Cobb,1731937000,1237791000,1851,N,0,7157,23,03511,Fed,3,OCC,All Other > $1 Billion
191462,"Wells Fargo Bank, National Association",Stone Moutain Festival Branch,1815 Rockbridge Road,Stone Mountain,GA,30087,Gwinnett,1731937000,1237791000,127608,N,0,8494,11,03511,Fed,3,OCC,All Other > $1 Billion
440804,"Wells Fargo Bank, National Association",Grayson Branch,1865 Grayson Highway,Grayson,GA,30017,Gwinnett,1731937000,1237791000,61790,N,0,9284,11,03511,Fed,3,OCC,All Other > $1 Billion
250053,"Wells Fargo Bank, National Association",Mount Zion Branch,1893 Mount Zion Road,Morrow,GA,30260,Clayton,1731937000,1237791000,43826,N,0,9071,11,03511,Fed,3,OCC,All Other > $1 Billion
423394,"Wells Fargo Bank, National Association",Eagles Landing Branch,1925 Hudson Bridge Road,Stockbridge,GA,30281,Henry,1731937000,1237791000,77326,N,0,8809,11,03511,Fed,3,OCC,All Other > $1 Billion
440795,"Wells Fargo Bank, National Association",Mirror Lake Branch,1997 Mirror Lake Boulevard,Villa Rica,GA,30180,Douglas,1731937000,1237791000,46582,N,0,9276,11,03511,Fed,3,OCC,All Other > $1 Billion
191728,"Wells Fargo Bank, National Association",Shenandoah Branch,2 Amlajack Boulevard,Newnan,GA,30265,Coweta,1731937000,1237791000,68333,N,0,7096,11,03511,Fed,3,OCC,All Other > $1 Billion
191489,"Wells Fargo Bank, National Association",Five Points Branch,"2 Peachtree Street, N.W.",Atlanta,GA,30303,Fulton,1731937000,1237791000,65964,N,0,8506,11,03511,Fed,3,OCC,All Other > $1 Billion
270443,"Wells Fargo Bank, National Association",South Cobb Drive Branch,2055 South Cobb Drive,Marietta,GA,30060,Cobb,1731937000,1237791000,55308,N,0,9082,11,03511,Fed,3,OCC,All Other > $1 Billion
265799,"Wells Fargo Bank, National Association",Alpharetta Branch,21 North Main Street,Alpharetta,GA,30009,Fulton,1731937000,1237791000,112047,N,0,7150,11,03511,Fed,3,OCC,All Other > $1 Billion
453770,"Wells Fargo Bank, National Association",Westridge Branch,2140 Highway 20 West,Mcdonough,GA,30253,Henry,1731937000,1237791000,27788,N,0,9427,11,03511,Fed,3,OCC,All Other > $1 Billion
191416,"Wells Fargo Bank, National Association",Tucker Branch,2200 Mountain Industrial Boulevard,Tucker,GA,30084,DeKalb,1731937000,1237791000,110151,N,0,8455,11,03511,Fed,3,OCC,All Other > $1 Billion
247157,"Wells Fargo Bank, National Association",East Lake Branch,2201 Roswell Road,Marietta,GA,30062,Cobb,1731937000,1237791000,173994,N,0,7088,11,03511,Fed,3,OCC,All Other > $1 Billion
185982,"Wells Fargo Bank, National Association",Peachtree Biscayne Branch,2204 Peachtree Rd Nw,Atlanta,GA,30309,Fulton,1731937000,1237791000,175093,N,0,8765,11,03511,Fed,3,OCC,All Other > $1 Billion
225387,"Wells Fargo Bank, National Association",Cascade Heights Branch,2280 Cascade Rd Sw,Atlanta,GA,30311,Fulton,1731937000,1237791000,27451,N,0,9067,11,03511,Fed,3,OCC,All Other > $1 Billion
467246,"Wells Fargo Bank, National Association","Village At East Lake Branch, The",2283 Glenwood Avenue Se,Atlanta,GA,30316,DeKalb,1731937000,1237791000,33845,N,0,9534,11,03511,Fed,3,OCC,All Other > $1 Billion
276798,"Wells Fargo Bank, National Association",Snellville Branch,2333 East Main Street,Snellville,GA,30078,Gwinnett,1731937000,1237791000,145369,N,0,7141,11,03511,Fed,3,OCC,All Other > $1 Billion
191383,"Wells Fargo Bank, National Association",Cheshire Bridge Branch,"2349 Cheshire Bridge Road, N.E.",Atlanta,GA,30324,Fulton,1731937000,1237791000,137952,N,0,8444,11,03511,Fed,3,OCC,All Other > $1 Billion
191486,"Wells Fargo Bank, National Association",Peachtree Center Branch,240 Peachtree Street Nw,Atlanta,GA,30303,Fulton,1731937000,1237791000,5980375,N,0,8504,11,03511,Fed,3,OCC,All Other > $1 Billion
042518,"Wells Fargo Bank, National Association",Decatur Branch,250 East Ponce De Leon Avenue,Decatur,GA,30030,DeKalb,1731937000,1237791000,262767,N,0,7130,11,03511,Fed,3,OCC,All Other > $1 Billion
247152,"Wells Fargo Bank, National Association",Cobb Marketplace Branch,2520 Dallas Highway Sw,Marietta,GA,30064,Cobb,1731937000,1237791000,187704,N,0,7087,11,03511,Fed,3,OCC,All Other > $1 Billion
191437,"Wells Fargo Bank, National Association",Windy Hill Branch,2675 Windy Hill Road,Marietta,GA,30067,Cobb,1731937000,1237791000,76037,N,0,8466,11,03511,Fed,3,OCC,All Other > $1 Billion
191441,"Wells Fargo Bank, National Association",Sprayberry Branch,2687 Sandy Plains Road,Marietta,GA,30066,Cobb,1731937000,1237791000,70644,N,0,8474,11,03511,Fed,3,OCC,All Other > $1 Billion
191417,"Wells Fargo Bank, National Association",Briarcliff - Clairmont Branch,2725 Clairmont Road,Atlanta,GA,30329,DeKalb,1731937000,1237791000,109703,N,0,8456,11,03511,Fed,3,OCC,All Other > $1 Billion
290109,"Wells Fargo Bank, National Association",Sugarloaf Branch,2731 Meadow Church Road,Duluth,GA,30097,Gwinnett,1731937000,1237791000,137789,N,0,8198,11,03511,Fed,3,OCC,All Other > $1 Billion
456184,"Wells Fargo Bank, National Association",Locust Grove Branch,2754 Highway 155 South,Locust Grove,GA,30248,Henry,1731937000,1237791000,36311,N,0,9438,11,03511,Fed,3,OCC,All Other > $1 Billion
265804,"Wells Fargo Bank, National Association",Kennesaw Cobb Parkway Branch,2778 North Cobb Parkway,Kennesaw,GA,30152,Cobb,1731937000,1237791000,140449,N,0,7151,11,03511,Fed,3,OCC,All Other > $1 Billion
522255,"Wells Fargo Bank, National Association",Lee Road Branch,2795 Lee Road,Lithia Springs,GA,30122,Douglas,1731937000,1237791000,35496,N,0,10027,11,03511,Fed,3,OCC,All Other > $1 Billion
191380,"Wells Fargo Bank, National Association",Greenbriar Mall Branch,2841 Greenbriar Parkway Sw,Atlanta,GA,30331,Fulton,1731937000,1237791000,49349,N,0,8442,11,03511,Fed,3,OCC,All Other > $1 Billion
247151,"Wells Fargo Bank, National Association",Canton Road Branch,2850 Canton Road Ne,Marietta,GA,30066,Cobb,1731937000,1237791000,131103,N,0,7086,11,03511,Fed,3,OCC,All Other > $1 Billion
270434,"Wells Fargo Bank, National Association",Dorsey East Point Branch,2860 East Point Street,East Point,GA,30344,Fulton,1731937000,1237791000,60770,N,0,9080,11,03511,Fed,3,OCC,All Other > $1 Billion
010631,"Wells Fargo Bank, National Association",Atlanta Road Branch,2890 Atlanta Street,Smyrna,GA,30080,Cobb,1731937000,1237791000,86542,N,0,9069,11,03511,Fed,3,OCC,All Other > $1 Billion
276771,"Wells Fargo Bank, National Association",Toco Hills Branch,"2942 North Druid Hills Road, N.E.",Atlanta,GA,30329,DeKalb,1731937000,1237791000,286995,N,0,7131,11,03511,Fed,3,OCC,All Other > $1 Billion
522254,"Wells Fargo Bank, National Association",Nesbit Ferry Branch,2975 Holcomb Bridge Road,Alpharetta,GA,30022,Fulton,1731937000,1237791000,123260,N,0,10026,11,03511,Fed,3,OCC,All Other > $1 Billion
001420,"Wells Fargo Bank, National Association",Newnan Main Branch,30 Greenville Street,Newnan,GA,30263,Coweta,1731937000,1237791000,38690,N,0,7095,11,03511,Fed,3,OCC,All Other > $1 Billion
191399,"Wells Fargo Bank, National Association",Corporate Square Branch,"3019 Buford Highway, N.E.",Atlanta,GA,30329,DeKalb,1731937000,1237791000,75089,N,0,8451,11,03511,Fed,3,OCC,All Other > $1 Billion
452074,"Wells Fargo Bank, National Association",Bethesda Walk Branch,3065 Lawrenceville Highway,Lawrenceville,GA,30044,Gwinnett,1731937000,1237791000,46030,N,0,9416,11,03511,Fed,3,OCC,All Other > $1 Billion
446928,"Wells Fargo Bank, National Association",Breckinridge Branch,3072 Old Norcross Road,Duluth,GA,30096,Gwinnett,1731937000,1237791000,38633,N,0,9358,11,03511,Fed,3,OCC,All Other > $1 Billion
522270,"Wells Fargo Bank, National Association",Pharr Road Branch,31 Pharr Road Nw,Atlanta,GA,30305,Fulton,1731937000,1237791000,187052,N,0,10041,11,03511,Fed,3,OCC,All Other > $1 Billion
540615,"Wells Fargo Bank, National Association",Thomas Crossroads Branch,3150 Highway 34 East,Newnan,GA,30265,Coweta,1731937000,1237791000,5856,N,0,10093,12,03511,Fed,3,OCC,All Other > $1 Billion
265782,"Wells Fargo Bank, National Association",Buckhead-Piedmont Branch,"3235 Peachtree Road, N.E.",Atlanta,GA,30305,Fulton,1731937000,1237791000,197781,N,0,7144,11,03511,Fed,3,OCC,All Other > $1 Billion
265839,"Wells Fargo Bank, National Association",Concord Road Branch,3261 South Cobb Drive,Smyrna,GA,30080,Cobb,1731937000,1237791000,71020,N,0,7156,11,03511,Fed,3,OCC,All Other > $1 Billion
290113,"Wells Fargo Bank, National Association",Mall Of Georgia Branch,3275 Buford Drive,Buford,GA,30519,Gwinnett,1731937000,1237791000,111117,N,0,8201,11,03511,Fed,3,OCC,All Other > $1 Billion
508417,"Wells Fargo Bank, National Association",Greater Atlanta Hub Pb Office,3280 Peachtree Road Northeast,Atlanta,GA,30305,Fulton,1731937000,1237791000,755772,N,0,9938,23,03511,Fed,3,OCC,All Other > $1 Billion
259281,"Wells Fargo Bank, National Association",Highway 5 Branch,3298 Highway 5,Douglasville,GA,30135,Douglas,1731937000,1237791000,41133,N,0,9086,11,03511,Fed,3,OCC,All Other > $1 Billion
001409,"Wells Fargo Bank, National Association",Sugarloaf Station Branch,3325 Sugarloaf Parkway,Lawrenceville,GA,30044,Gwinnett,1731937000,1237791000,84716,N,0,8476,11,03511,Fed,3,OCC,All Other > $1 Billion
522261,"Wells Fargo Bank, National Association",West Paces Ferry Remote Mb Branch,"3330 Northside Pkwy, Nw",Atlanta,GA,30327,Fulton,1731937000,1237791000,1830,N,0,10033,23,03511,Fed,3,OCC,All Other > $1 Billion
425767,"Wells Fargo Bank, National Association",Butler Creek Branch,3334 Cobb Parkway Nw,Acworth,GA,30101,Cobb,1731937000,1237791000,82701,N,0,8819,11,03511,Fed,3,OCC,All Other > $1 Billion
276783,"Wells Fargo Bank, National Association",Cumberland Branch,3351 Riverwood Pkwy Se,Atlanta,GA,30339,Cobb,1731937000,1237791000,625806,N,0,7135,11,03511,Fed,3,OCC,All Other > $1 Billion
443245,"Wells Fargo Bank, National Association",Hamilton Ridge Branch,3364 Hamilton Mill Road,Buford,GA,30519,Gwinnett,1731937000,1237791000,47149,N,0,9313,11,03511,Fed,3,OCC,All Other > $1 Billion
225414,"Wells Fargo Bank, National Association",Holcomb Corners Branch,3374 Holcomb Bridge Road,Norcross,GA,30092,Gwinnett,1731937000,1237791000,58552,N,0,9073,11,03511,Fed,3,OCC,All Other > $1 Billion
191426,"Wells Fargo Bank, National Association",West Paces Ferry Branch,"3393 Northside Parkway, N.W.",Atlanta,GA,30327,Fulton,1731937000,1237791000,226264,N,0,8461,11,03511,Fed,3,OCC,All Other > $1 Billion
265792,"Wells Fargo Bank, National Association",Gwinnett Place Mall Branch,3400 Satellite Boulevard,Duluth,GA,30096,Gwinnett,1731937000,1237791000,454842,N,0,7149,11,03511,Fed,3,OCC,All Other > $1 Billion
191485,"Wells Fargo Bank, National Association",Buckhead Loop Branch,3465 Buckhead Loop Ne,Atlanta,GA,30326,Fulton,1731937000,1237791000,102723,N,0,8503,11,03511,Fed,3,OCC,All Other > $1 Billion
358934,"Wells Fargo Bank, National Association",Hamilton Mill Branch,3500 Braselton Highway,Dacula,GA,30019,Gwinnett,1731937000,1237791000,95170,N,0,8236,11,03511,Fed,3,OCC,All Other > $1 Billion
259285,"Wells Fargo Bank, National Association",Centerville Branch,3520 Centerville Highway,Snellville,GA,30039,Gwinnett,1731937000,1237791000,53544,N,0,9087,11,03511,Fed,3,OCC,All Other > $1 Billion
276776,"Wells Fargo Bank, National Association",Embry Hills Branch,3601 Chamblee Tucker Road,Chamblee,GA,30341,DeKalb,1731937000,1237791000,77909,N,0,7132,11,03511,Fed,3,OCC,All Other > $1 Billion
250380,"Wells Fargo Bank, National Association",Shallowford Sandy Plains Branch,"3601 Sandy Plains Road, N.E.",Marietta,GA,30066,Cobb,1731937000,1237791000,171385,N,0,7164,11,03511,Fed,3,OCC,All Other > $1 Billion
265789,"Wells Fargo Bank, National Association",South Dekalb Mall Branch,3615 Flat Shoals Rd,Decatur,GA,30034,DeKalb,1731937000,1237791000,47314,N,0,7147,11,03511,Fed,3,OCC,All Other > $1 Billion
191498,"Wells Fargo Bank, National Association",Sandy Springs Remote Mb Branch,369 Sandy Springs Circle,Atlanta,GA,30328,Fulton,1731937000,1237791000,536,N,0,8511,23,03511,Fed,3,OCC,All Other > $1 Billion
000142,"Wells Fargo Bank, National Association",Magnolia Street Branch,37 Magnolia Street,Roswell,GA,30075,Fulton,1731937000,1237791000,76897,N,0,7099,11,03511,Fed,3,OCC,All Other > $1 Billion
456185,"Wells Fargo Bank, National Association",Camp Creek Marketplace Branch,3820 Camp Creek Parkway Sw,Atlanta,GA,30331,Fulton,1731937000,1237791000,43578,N,0,9439,11,03511,Fed,3,OCC,All Other > $1 Billion
265778,"Wells Fargo Bank, National Association",Brookhaven Branch,3890 Peachtree Road,Atlanta,GA,30319,DeKalb,1731937000,1237791000,206401,N,0,7142,11,03511,Fed,3,OCC,All Other > $1 Billion
453773,"Wells Fargo Bank, National Association",Due West Crossing Branch,3900 Mary Eliza Trace Nw,Marietta,GA,30064,Cobb,1731937000,1237791000,38643,N,0,9430,11,03511,Fed,3,OCC,All Other > $1 Billion
247150,"Wells Fargo Bank, National Association",Austell Road Branch,4046 Austell Road,Austell,GA,30106,Cobb,1731937000,1237791000,62439,N,0,7085,11,03511,Fed,3,OCC,All Other > $1 Billion
191404,"Wells Fargo Bank, National Association",Northlake Festival Branch,"4099 Lavista Road, N.E.",Tucker,GA,30084,DeKalb,1731937000,1237791000,239856,N,0,8453,11,03511,Fed,3,OCC,All Other > $1 Billion
191461,"Wells Fargo Bank, National Association",Peachtree Hill Branch,4170 Pleasant Hill Road,Duluth,GA,30096,Gwinnett,1731937000,1237791000,163414,N,0,8493,11,03511,Fed,3,OCC,All Other > $1 Billion
446929,"Wells Fargo Bank, National Association",Old Milton Parkway Branch,4175 Old Milton Parkway,Alpharetta,GA,30005,Fulton,1731937000,1237791000,146835,N,0,9359,11,03511,Fed,3,OCC,All Other > $1 Billion
276794,"Wells Fargo Bank, National Association",Lilburn Branch,4265 Lawrenceville Highway Northwest,Lilburn,GA,30047,Gwinnett,1731937000,1237791000,82442,N,0,7140,11,03511,Fed,3,OCC,All Other > $1 Billion
191452,"Wells Fargo Bank, National Association",Shallowford Corners Branch,4435 Shallowford Road,Roswell,GA,30075,Cobb,1731937000,1237791000,118659,N,0,8487,11,03511,Fed,3,OCC,All Other > $1 Billion
191381,"Wells Fargo Bank, National Association",Roswell Wieuca Branch,"4454 Roswell Road, N.E.",Atlanta,GA,30342,Fulton,1731937000,1237791000,172314,N,0,8443,11,03511,Fed,3,OCC,All Other > $1 Billion
250054,"Wells Fargo Bank, National Association",Forest Park Branch,4532 Jonesboro Road,Forest Park,GA,30297,Clayton,1731937000,1237791000,26295,N,0,9072,11,03511,Fed,3,OCC,All Other > $1 Billion
250350,"Wells Fargo Bank, National Association",Perimeter Center Branch,4570 Ashford Dunwoody Road,Atlanta,GA,30346,DeKalb,1731937000,1237791000,203019,N,0,7083,11,03511,Fed,3,OCC,All Other > $1 Billion
467249,"Wells Fargo Bank, National Association",Shannon Mall Branch,4640 Jonesboro Rd,Union City,GA,30291,Fulton,1731937000,1237791000,25975,N,0,9537,11,03511,Fed,3,OCC,All Other > $1 Billion
237965,"Wells Fargo Bank, National Association",Harrison Square Branch,4681 Nelson Brogdon Blvd,Sugar Hill,GA,30518,Gwinnett,1731937000,1237791000,111727,N,0,9068,11,03511,Fed,3,OCC,All Other > $1 Billion
