uninumbr,namefull,namebr,addresbr,citybr,stalpbr,zipbr,cntynamb,asset,depdom,depsumbr,bkclass,bkmo,brnum,brsertyp,cert,charter,clcode,regagnt,specdesc
442551,United Community Bank,Locust Grove Branch,4970 Bill Gardner Parkway,Locust Grove,GA,30248,Henry,10817173,8820998,31717,NM,0,114,11,16889,State,21,FDIC,Commercial Lending
288983,United Community Bank,Lost Mountain Crossing Branch,5100 Dallas Highway,Powder Springs,GA,30127,Cobb,10817173,8820998,101732,NM,0,21,11,16889,State,21,FDIC,Commercial Lending
076808,United Community Bank,Southern Community Bank Branch,525 North Jeff Davis Drive,Fayetteville,GA,30214,Fayette,10817173,8820998,105188,NM,0,112,11,16889,State,21,FDIC,Commercial Lending
000127,United Community Bank,Fairburn 1st Community Branch,65 Washington Street,Fairburn,GA,30213,Fulton,10817173,8820998,134739,NM,0,42,11,16889,State,21,FDIC,Commercial Lending
261146,United Community Bank,Johns Creek Branch,6600 Mcginnis Ferry Road,Duluth,GA,30097,Fulton,10817173,8820998,80563,NM,0,83,11,16889,State,21,FDIC,Commercial Lending
294918,United Community Bank,Douglasville Branch,6670 Church Street,Douglasville,GA,30134,Douglas,10817173,8820998,21634,NM,0,31,11,16889,State,21,FDIC,Commercial Lending
431014,United Community Bank,Newnan Branch,71 Bullsboro,Newnan,GA,30265,Coweta,10817173,8820998,21285,NM,0,48,11,16889,State,21,FDIC,Commercial Lending
057044,United Community Bank,Eagle National Stockbridge Branch,850 Eagle's Landing Parkway,Stockbridge,GA,30281,Henry,10817173,8820998,89225,NM,0,49,11,16889,State,21,FDIC,Commercial Lending
419123,United Community Bank,Mcdonough Branch,865 Hampton Road,Mcdonough,GA,30253,Henry,10817173,8820998,33253,NM,0,50,11,16889,State,21,FDIC,Commercial Lending
557745,City National Bank,Atlanta Branch,3333 Piedmont Road,Atlanta,GA,30305,Fulton,46210687,40770707,117322,N,0,166,11,17281,Fed,3,OCC,Commercial Lending
444131,Ameris Bank,Atlanta Midtown Branch,"1180 Peachtree Street, Ne, Suite 2610",Atlanta,GA,30309,Fulton,7389330,5798375,81062,NM,0,89,11,20504,State,21,FDIC,Commercial Lending
478857,Fidelity Bank,Summit Branch,10 Baynard Park,Newnan,GA,30265,Coweta,4604369,3904762,32097,NM,0,70,11,21440,State,21,FDIC,Commercial Lending
077223,Fidelity Bank,Peachtree City Branch,100 West Park Drive,Peachtree City,GA,30269,Fayette,4604369,3904762,63634,NM,0,64,11,21440,State,21,FDIC,Commercial Lending
422579,Fidelity Bank,Tyrone Branch,1005 Tyrone Road,Tyrone,GA,30290,Fayette,4604369,3904762,35177,NM,0,66,11,21440,State,21,FDIC,Commercial Lending
462465,Fidelity Bank,Newnan Branch,102 Newnan Crossing Bypass,Newnan,GA,30265,Gwinnett,4604369,3904762,42716,NM,0,23,11,21440,State,21,FDIC,Commercial Lending
528453,Fidelity Bank,Jones Bridge Branch,10905 Jones Bridge Road,Johns Creek,GA,30022,Fulton,4604369,3904762,21622,NM,0,33,11,21440,State,21,FDIC,Commercial Lending
252881,Fidelity Bank,Crabapple Branch,10920 Crabapple Road,Roswell,GA,30075,Fulton,4604369,3904762,71902,NM,0,7,11,21440,State,21,FDIC,Commercial Lending
451614,Fidelity Bank,Sugarloaf Branch,"1115 Old Peachtree Road, N.W.",Suwanee,GA,30024,Gwinnett,4604369,3904762,52320,NM,0,21,11,21440,State,21,FDIC,Commercial Lending
557112,Fidelity Bank,New Decatur Branch,1120 Commerce Drive,Decatur,GA,30030,DeKalb,4604369,3904762,15019,NM,0,41,11,21440,State,21,FDIC,Commercial Lending
454788,Fidelity Bank,Fayetteville Branch,1170 Highway 54,Fayetteville,GA,30214,Fayette,4604369,3904762,54229,NM,0,69,11,21440,State,21,FDIC,Commercial Lending
445700,Fidelity Bank,Bells Ferry Branch,1220 Cobb Parkway North,Marietta,GA,30062,Cobb,4604369,3904762,38654,NM,0,35,11,21440,State,21,FDIC,Commercial Lending
252883,Fidelity Bank,Merchants Walk Branch,1223 Johnson Ferry Road,Marietta,GA,30068,Cobb,4604369,3904762,124987,NM,0,11,11,21440,State,21,FDIC,Commercial Lending
252890,Fidelity Bank,Southlake Branch,1267 Southlake Circle,Morrow,GA,30260,Clayton,4604369,3904762,32679,NM,0,18,11,21440,State,21,FDIC,Commercial Lending
252884,Fidelity Bank,Roswell Branch,1325 Hembree Road,Roswell,GA,30076,Fulton,4604369,3904762,104429,NM,0,12,11,21440,State,21,FDIC,Commercial Lending
252891,Fidelity Bank,Perimeter Center West Branch,135 Perimeter Center West,Atlanta,GA,30346,DeKalb,4604369,3904762,77852,NM,0,19,11,21440,State,21,FDIC,Commercial Lending
521337,Fidelity Bank,Mcdonough Branch,1375 Highway 20 W,Mcdonough,GA,30253,Henry,4604369,3904762,36126,NM,0,26,11,21440,State,21,FDIC,Commercial Lending
252880,Fidelity Bank,Dunwoody Branch,1425 Dunwoody Village Parkway,Dunwoody,GA,30338,DeKalb,4604369,3904762,84334,NM,0,6,11,21440,State,21,FDIC,Commercial Lending
569310,Fidelity Bank,Howell Mill Branch,1583 Howell Mill Rd,Atlanta,GA,30318,Fulton,4604369,3904762,17291,NM,0,53,11,21440,State,21,FDIC,Commercial Lending
572175,Fidelity Bank,Snellville Branch,1595 Scenic Hwy North,Snellville,GA,30078,Gwinnett,4604369,3904762,13496,NM,0,55,11,21440,State,21,FDIC,Commercial Lending
252887,Fidelity Bank,Decatur Branch,"160 Clairemont Avenue, Suite 100",Decatur,GA,30030,DeKalb,4604369,3904762,406607,NM,0,15,11,21440,State,21,FDIC,Commercial Lending
427747,Fidelity Bank,Sharpsburg Branch,1790 Highway 154,Sharpsburg,GA,30277,Coweta,4604369,3904762,17695,NM,0,67,11,21440,State,21,FDIC,Commercial Lending
252882,Fidelity Bank,Perimeter Center Branch,"2 Perimeter Center East, N.E.",Atlanta,GA,30346,DeKalb,4604369,3904762,71985,NM,0,10,11,21440,State,21,FDIC,Commercial Lending
538390,Fidelity Bank,Peachtree Medical Branch,"2061 Peachtree Road Northeast, Suite 150",Atlanta,GA,30309,Fulton,4604369,3904762,17337,NM,0,37,11,21440,State,21,FDIC,Commercial Lending
252892,Fidelity Bank,River Exchange Branch,2080 Riverside Parkway,Lawrenceville,GA,30043,Gwinnett,4604369,3904762,74879,NM,0,20,11,21440,State,21,FDIC,Commercial Lending
563046,Fidelity Bank,Marietta Square Branch,214 Roswell Street,Marietta,GA,30060,Cobb,4604369,3904762,14014,NM,0,51,11,21440,State,21,FDIC,Commercial Lending
252877,Fidelity Bank,Sandy Springs Branch,225 Sandy Springs Circle,Sandy Springs,GA,30328,Fulton,4604369,3904762,175163,NM,0,3,11,21440,State,21,FDIC,Commercial Lending
252875,Fidelity Bank,Northlake Branch,2255 Northlake Parkway,Tucker,GA,30084,DeKalb,4604369,3904762,123896,NM,0,1,11,21440,State,21,FDIC,Commercial Lending
284048,Fidelity Bank,Powers Ferry Branch,2401 Windy Ridge Parkway,Atlanta,GA,30339,Cobb,4604369,3904762,170666,NM,0,8,11,21440,State,21,FDIC,Commercial Lending
252876,Fidelity Bank,Peachtree Center Branch,"260 Peachtree Street, N.E. Ste 100",Atlanta,GA,30303,Fulton,4604369,3904762,52235,NM,0,2,11,21440,State,21,FDIC,Commercial Lending
252885,Fidelity Bank,Toco Hills Branch,2936 North Druid Hills Road,Atlanta,GA,30329,DeKalb,4604369,3904762,89322,NM,0,13,11,21440,State,21,FDIC,Commercial Lending
252889,Fidelity Bank,Peachtree Corners Branch,3 Corporate Square,Atlanta,GA,30329,Fulton,4604369,3904762,0,NM,0,17,13,21440,State,21,FDIC,Commercial Lending
282699,Fidelity Bank,Vinings Branch,3020 Paces Mill Road Suite 150,Atlanta,GA,30339,Cobb,4604369,3904762,76664,NM,0,9,11,21440,State,21,FDIC,Commercial Lending
014825,Fidelity Bank,Fidelity Bank,3490 Piedmont Road Ne,Atlanta,GA,30305,Fulton,4604369,3904762,336012,NM,1,0,11,21440,State,21,FDIC,Commercial Lending
580541,Fidelity Bank,Peachtree Corners Branch,3500 Holcomb Bridge Road,Norcross,GA,30092,Gwinnett,4604369,3904762,47341,NM,0,73,11,21440,State,21,FDIC,Commercial Lending
252888,Fidelity Bank,Lawrenceville Branch,415 Grayson Highway,Lawrenceville,GA,30046,Gwinnett,4604369,3904762,45383,NM,0,16,11,21440,State,21,FDIC,Commercial Lending
572174,Fidelity Bank,Berkeley Lake Branch,4591 Peachtree Industrial Blvd.,Berkeley Lake,GA,30092,Gwinnett,4604369,3904762,16882,NM,0,54,11,21440,State,21,FDIC,Commercial Lending
418486,Fidelity Bank,Little Newnan Branch,471 Highway 29 North,Newnan,GA,30263,Coweta,4604369,3904762,21754,NM,0,65,11,21440,State,21,FDIC,Commercial Lending
544955,Fidelity Bank,Ponce De Leon Branch,494 Ponce De Leon Avenue,Atlanta,GA,30308,Fulton,4604369,3904762,28542,NM,0,38,11,21440,State,21,FDIC,Commercial Lending
559913,Fidelity Bank,Windward Branch,5015 Windward Pkwy,Alpharetta,GA,30004,Fulton,4604369,3904762,43925,NM,0,43,11,21440,State,21,FDIC,Commercial Lending
562846,Fidelity Bank,Hiram Branch,5749 Wendy Bagwell Parkway,Hiram,GA,30141,Cobb,4604369,3904762,19673,NM,0,50,11,21440,State,21,FDIC,Commercial Lending
546106,Fidelity Bank,Medlock Crossing Branch,5960 State Bridge Road,Johns Creek,GA,30097,Fulton,4604369,3904762,12664,NM,0,39,11,21440,State,21,FDIC,Commercial Lending
252886,Fidelity Bank,Canton Road Branch,830 Old Piedmont Road,Marietta,GA,30066,Cobb,4604369,3904762,66870,NM,0,14,11,21440,State,21,FDIC,Commercial Lending
077689,Fidelity Bank,South Cobb Drive Branch,833 South Cobb Drive Se,Marietta,GA,30060,Cobb,4604369,3904762,45658,NM,0,34,11,21440,State,21,FDIC,Commercial Lending
432875,Fidelity Bank,Fairburn Branch,8410 Senoia Road,Fairburn,GA,30213,Fulton,4604369,3904762,19422,NM,0,68,11,21440,State,21,FDIC,Commercial Lending
546079,"MUFG Union Bank, National Association",Atlanta Commercial Branch,"3475 Piedmont Road, Ne, Suite 500",Atlanta,GA,30305,Fulton,116714682,86832006,11600,N,0,613,11,22826,Fed,3,OCC,Commercial Lending
518264,Woodforest National Bank,Ga Newnan Branch,1025 Bullsboro Drive,Newnan,GA,30265,Coweta,5026116,4548840,888,N,0,737,12,23220,Fed,3,OCC,Commercial Lending
518259,Woodforest National Bank,8231 Atlanta Georgia Walmart Branch,2427 Gresham Road Se,Atlanta,GA,30316,DeKalb,5026116,4548840,1549,N,0,732,12,23220,Fed,3,OCC,Commercial Lending
518257,Woodforest National Bank,8225 Duluth Georgia Walmart Branch,2635 Pleasant Hill Road,Duluth,GA,30096,Gwinnett,5026116,4548840,1519,N,0,730,12,23220,Fed,3,OCC,Commercial Lending
534070,Woodforest National Bank,8109 Morrow Georgia Walmart Branch,6065 Jonesboro Rioad,Morrow,GA,30260,Clayton,5026116,4548840,1144,N,0,809,12,23220,Fed,3,OCC,Commercial Lending
534069,Woodforest National Bank,8258 College Park Georgia Walmart Branch,6149 Old National Hwy,College Park,GA,30349,Fulton,5026116,4548840,1243,N,0,808,12,23220,Fed,3,OCC,Commercial Lending
534071,Woodforest National Bank,8108 Riverdale Georgia Walmart Branch,7050 Hwy 85,Riverdale,GA,30274,Clayton,5026116,4548840,1573,N,0,810,12,23220,Fed,3,OCC,Commercial Lending
534068,Woodforest National Bank,Roswell Ga 8256 Branch,970 Mansell Road,Roswell,GA,30076,Fulton,5026116,4548840,1076,N,0,807,12,23220,Fed,3,OCC,Commercial Lending
531827,"The Bank of New York Mellon Trust Company, National Association",Atlanta Trust Office Branch,200 Ashford Center North Ste 550,Atlanta,GA,30338,DeKalb,2105203,649,0,N,0,29,30,23472,Fed,3,OCC,All Other > $1 Billion
493131,"TIB The Independent Bankersbank, National Association",Georgia Branch,1550 North Brown Rd. Suite 150,Lawrenceville,GA,30043,Gwinnett,2396843,1855968,22437,N,0,4,11,23647,Fed,3,OCC,All Other > $1 Billion
032024,Peoples Bank & Trust,Peoples Bank & Trust,1899 Buford Highway,Buford,GA,30518,Gwinnett,290397,261789,261789,NM,1,0,11,25795,State,21,FDIC,Commercial Lending
032882,"RBC Bank, (Georgia) National Association","Rbc Bank, (Georgia) National Association","3475 Piedmont Road, Ne, Suite 550",Atlanta,GA,30305,Fulton,4127421,3797353,3797353,N,1,0,11,26342,Fed,3,OCC,Mortgage Lending
535564,Iberiabank,Peachtree Corners,200 Scientific Drive,Norcross,GA,30092,Gwinnett,21713975,17738360,79960,SM,0,436,11,28100,State,13,FED,Commercial Lending
489860,Iberiabank,Brookhaven,2221 Johnson Ferry Road,Atlanta,GA,30319,DeKalb,21713975,17738360,52375,SM,0,438,11,28100,State,13,FED,Commercial Lending
514310,Iberiabank,Buckhead Center,"2970 Peachtree Road, Nw, Suite 100",Atlanta,GA,30305,Fulton,21713975,17738360,207540,SM,0,432,11,28100,State,13,FED,Commercial Lending
452189,Iberiabank,Century Center,"2987 Clairmont Road, Ne, Suite 150",Atlanta,GA,30329,DeKalb,21713975,17738360,78067,SM,0,437,11,28100,State,13,FED,Commercial Lending
364748,Iberiabank,Cumberland Branch,"3625 Cumberland Boulevard, Building Two",Atlanta,GA,30339,Cobb,21713975,17738360,294066,SM,0,430,11,28100,State,13,FED,Commercial Lending
469464,Iberiabank,Marietta Branch,709 Canton Road,Marietta,GA,30060,Cobb,21713975,17738360,78152,SM,0,431,11,28100,State,13,FED,Commercial Lending
077674,CharterBank,Newnan Industrial Blvd Branch,145 Millard Farmer Industrial Boulevard,Newnan,GA,30263,Coweta,1478645,1216953,97820,SB,0,112,11,30720,Fed,33,OCC,Commercial Lending
073860,CharterBank,Smyrna Atlanta Road Branch,3016 Atlanta Road,Smyrna,GA,30080,Cobb,1478645,1216953,175233,SB,0,133,11,30720,Fed,33,OCC,Commercial Lending
442521,CharterBank,Marietta Johnson Ferry Road Branch,3140 Johnson Ferry Road,Marietta,GA,30062,Cobb,1478645,1216953,39011,SB,0,136,11,30720,Fed,33,OCC,Commercial Lending
423489,CharterBank,Marietta Canton Road Branch,3324 Canton Highway,Marietta,GA,30066,Cobb,1478645,1216953,50275,SB,0,134,11,30720,Fed,33,OCC,Commercial Lending
430600,CharterBank,Marietta Dallas Highway Branch,3596 Dallas Highway,Marietta,GA,30064,Cobb,1478645,1216953,73359,SB,0,135,11,30720,Fed,33,OCC,Commercial Lending
580403,CharterBank,Buckhead Branch,4600 Roswell Road,Sandy Springs,GA,30342,Fulton,1478645,1216953,22389,SB,0,137,11,30720,Fed,33,OCC,Commercial Lending
495461,CharterBank,Norcross Branch,5448 Spalding Dr Bldg 100,Norcross,GA,30092,Gwinnett,1478645,1216953,7251,SB,0,119,11,30720,Fed,33,OCC,Commercial Lending
441785,CharterBank,Newnan Downtown Branch,60 Salbide Avenue,Newnan,GA,30263,Coweta,1478645,1216953,29081,SB,0,113,11,30720,Fed,33,OCC,Commercial Lending
043680,Heritage Bank,Heritage Bank,101 North Main St,Jonesboro,GA,30236,Clayton,448357,380010,99620,NM,1,0,11,30846,State,21,FDIC,Commercial Lending
282438,Heritage Bank,Keys Ferry Branch,203 Keys Ferry Street,Mcdonough,GA,30253,Henry,448357,380010,47797,NM,0,5,11,30846,State,21,FDIC,Commercial Lending
282439,Heritage Bank,Fayetteville Branch,440 North Jeff Davis Drive,Fayetteville,GA,30214,Fayette,448357,380010,106912,NM,0,6,11,30846,State,21,FDIC,Commercial Lending
282434,Heritage Bank,4895 Evans Street Branch,822 Main Street,Forest Park,GA,30297,Clayton,448357,380010,54927,NM,0,1,11,30846,State,21,FDIC,Commercial Lending
429802,Heritage Bank,Stockbridge Branch,"830 Eagles Landing Parkway, Suite 100",Stockbridge,GA,30281,Henry,448357,380010,43818,NM,0,10,11,30846,State,21,FDIC,Commercial Lending
422897,Heritage Bank,Highway 20/81 Branch,860 Hampton Road,Mcdonough,GA,30253,Henry,448357,380010,26936,NM,0,9,11,30846,State,21,FDIC,Commercial Lending
443306,East West Bank,Park Village Branch,2540 Pleasant Hill Road,Duluth,GA,30096,Gwinnett,35886767,29489477,634464,SM,0,253,11,31628,State,13,FED,Commercial Lending
038734,East West Bank,Vinings Branch,"2727 Paces Ferry Road, N.W., Suite 150",Atlanta,GA,30339,Cobb,35886767,29489477,101046,SM,0,248,11,31628,State,13,FED,Commercial Lending
261374,East West Bank,Asian Banking Center,"3490 Shallowford Road, Suite 100",Atlanta,GA,30341,DeKalb,35886767,29489477,148906,SM,0,247,11,31628,State,13,FED,Commercial Lending
061113,Shinhan Bank America,Nab Branch,10500 Old Alabama Road Connector,Alpharetta,GA,30022,Fulton,1308996,1134492,60131,NM,0,9,11,33188,State,21,FDIC,Commercial Lending
484682,Shinhan Bank America,Duluth Branch,2170 Pleasant Hill Road,Duluth,GA,30096,Gwinnett,1308996,1134492,82652,NM,0,12,11,33188,State,21,FDIC,Commercial Lending
533502,"Wilmington Trust, National Association",Atlanta Office,"3280 Peachtree Road, Ne",Atlanta,GA,30305,Fulton,3403075,2859103,0,N,0,15,30,34069,Fed,3,OCC,All Other > $1 Billion
447284,Quantum National Bank,Alpharetta Branch,2875 Bethany Road,Alpharetta,GA,30004,Fulton,413502,361469,29204,N,0,1,11,34110,Fed,3,OCC,Commercial Lending
580169,Quantum National Bank,Quantum National Bank Buckhead Branch,3438 Peachtree Road,Atlanta,GA,30326,Fulton,413502,361469,1167,N,0,2,11,34110,Fed,3,OCC,Commercial Lending
056252,Quantum National Bank,Quantum National Bank,505 Peachtree Industrial Boulevard,Suwanee,GA,30024,Gwinnett,413502,361469,331098,N,1,0,11,34110,Fed,3,OCC,Commercial Lending
464807,First IC Bank,Johns Creek Branch,10820 Abbotts Bridge Road,Duluth,GA,30097,Fulton,358070,296866,55720,NM,0,3,11,34998,State,21,FDIC,Commercial Lending
493844,First IC Bank,Suwanee Branch,"1291 Old Peachtree Rd, Bldg 500",Suwanee,GA,30024,Gwinnett,358070,296866,61961,NM,0,4,11,34998,State,21,FDIC,Commercial Lending
454937,First IC Bank,Sugarloaf Branch,"1291 Old Peachtree Road, Building 300",Suwanee,GA,30024,Gwinnett,358070,296866,11300,NM,0,1,12,34998,State,21,FDIC,Commercial Lending
456595,First IC Bank,Duluth Branch,2230 Pleasant Hill Road,Duluth,GA,30096,Gwinnett,358070,296866,55301,NM,0,2,11,34998,State,21,FDIC,Commercial Lending
073820,First IC Bank,First Ic Bank,5593 Buford Highway,Doraville,GA,30340,DeKalb,358070,296866,111888,NM,1,0,11,34998,State,21,FDIC,Commercial Lending
518508,CornerstoneBank,Decatur Branch,125 Clairemont Ave,Decatur,GA,30030,DeKalb,247283,205178,21217,SB,0,2,11,35027,Fed,33,OCC,Commercial Lending
073851,CornerstoneBank,Cornerstonebank,"2060 Mount Paran Road, Northwest, Suite 100",Atlanta,GA,30327,Fulton,247283,205178,105887,SB,1,0,11,35027,Fed,33,OCC,Commercial Lending
463733,CornerstoneBank,Roswell Road Branch,6344 Roswell Road,Sandy Springs,GA,30328,Fulton,247283,205178,78074,SB,0,1,11,35027,Fed,33,OCC,Commercial Lending
479001,Gwinnett Community Bank,Hamilton Mill Branch,2715 Hamilton Mill Road,Buford,GA,30519,Gwinnett,297806,273261,23684,NM,0,3,11,35249,State,21,FDIC,Commercial Lending
076806,Gwinnett Community Bank,Gwinnett Community Bank,2775 Buford Highway,Duluth,GA,30096,Gwinnett,297806,273261,211675,NM,1,0,11,35249,State,21,FDIC,Commercial Lending
428079,Gwinnett Community Bank,Lawrenceville-Suwanee Road Branch,3893 Lawrenceville Road,Suwanee,GA,30024,Gwinnett,297806,273261,37902,NM,0,1,11,35249,State,21,FDIC,Commercial Lending
454109,"Atlantic Capital Bank, National Association",Atlantic Capital Bank Branch,"3280 Peachtree Road, Suite 1600",Atlanta,GA,30305,Fulton,2702146,2129062,1572642,N,0,44,11,35525,Fed,3,OCC,Commercial Lending
356828,Georgia Banking Company,Georgia Banking Company,6190 Powers Ferry Road,Atlanta,GA,30339,Fulton,428524,360926,303539,NM,1,0,11,57071,State,21,FDIC,Mortgage Lending
360323,Affinity Bank,Affinity Bank,"5660 New Northside Drive, Suite 200",Atlanta,GA,30328,Fulton,271060,212315,212315,NM,1,0,11,57264,State,21,FDIC,Commercial Lending
580275,"American Commerce Bank, National Association",Johns Creek Branch,10690 Medlock Bridge Rd.,Johns Creek,GA,30097,Fulton,250382,217413,9764,N,0,4,11,57686,Fed,3,OCC,Commercial Lending
534209,National Bank of Commerce,Decatur Branch,"150 East Ponce De Leon Avenue, Suite 120",Decatur,GA,30030,DeKalb,2414953,2048242,49714,N,0,23,11,57764,Fed,3,OCC,Commercial Lending
449789,National Bank of Commerce,Private Bank Of Buckhead Branch,"3565 Piedmont Road, Building Three, Suite 210",Atlanta,GA,30305,Fulton,2414953,2048242,261746,N,0,22,11,57764,Fed,3,OCC,Commercial Lending
247751,Hamilton State Bank,John Frank Ward Branch,114 John Frank Ward Boulevard,Mcdonough,GA,30253,Henry,1761629,1546420,78424,NM,0,20,11,57810,State,21,FDIC,Commercial Lending
469465,Hamilton State Bank,Smyrna Office,1298 Concord Road,Smyrna,GA,30080,Cobb,1761629,1546420,21850,NM,0,33,11,57810,State,21,FDIC,Commercial Lending
247752,Hamilton State Bank,Hudson Bridge Road Branch,1810 Hudson Bridge Road,Stockbridge,GA,30281,Henry,1761629,1546420,47552,NM,0,21,11,57810,State,21,FDIC,Commercial Lending
461351,Hamilton State Bank,Highway 81 Branch,1908 Highway 81 East,Mcdonough,GA,30252,Henry,1761629,1546420,24119,NM,0,24,11,57810,State,21,FDIC,Commercial Lending
364099,Hamilton State Bank,Crumbley Road Branch,2318 Highway 155,Mcdonough,GA,30252,Henry,1761629,1546420,51922,NM,0,23,11,57810,State,21,FDIC,Commercial Lending
247750,Hamilton State Bank,Fairview Branch,295 Fairview Road,Ellenwood,GA,30294,Henry,1761629,1546420,58153,NM,0,19,11,57810,State,21,FDIC,Commercial Lending
423207,Hamilton State Bank,Highland Commercial Branch,3411 Ernest Barrett Parkway,Marietta,GA,30064,Cobb,1761629,1546420,65414,NM,0,32,11,57810,State,21,FDIC,Commercial Lending
363072,Hamilton State Bank,Lithia Springs Branch,3491 Skyview Drive,Lithia Springs,GA,30122,Douglas,1761629,1546420,30953,NM,0,27,11,57810,State,21,FDIC,Commercial Lending
013067,Hamilton State Bank,North Henry Boulevard Branch,4806 North Henry Boulevard,Stockbridge,GA,30281,Henry,1761629,1546420,110583,NM,0,18,11,57810,State,21,FDIC,Commercial Lending
247753,Hamilton State Bank,Locust Grove Branch,4979 Bill Gardner Pkwy.,Locust Grove,GA,30248,Henry,1761629,1546420,37035,NM,0,22,11,57810,State,21,FDIC,Commercial Lending
464803,Hamilton State Bank,Acworth Branch,"5895 Jeff Davis Lane, Nw",Acworth,GA,30101,Cobb,1761629,1546420,29950,NM,0,12,11,57810,State,21,FDIC,Commercial Lending
253176,Hamilton State Bank,Stewart Parkway Branch,6100 Stewart Parkway,Douglasville,GA,30135,Douglas,1761629,1546420,33817,NM,0,26,11,57810,State,21,FDIC,Commercial Lending
014982,Hamilton State Bank,Fairburn Road Branch,6157 Fairburn Road,Douglasville,GA,30134,Douglas,1761629,1546420,93594,NM,0,25,11,57810,State,21,FDIC,Commercial Lending
531133,Beal Bank USA,Atlanta Branch,"4511 Olde Perimeter Way, Suite 500",Atlanta,GA,30346,Fulton,5302435,2725504,21957,NM,0,1,11,57833,State,23,FDIC,Commercial Lending
045196,State Bank and Trust Company,Midtown Branch,"1349 West Peachtree Street, Suite 100",Atlanta,GA,30309,Fulton,4216655,3514060,132125,NM,0,50,11,57870,State,21,FDIC,Commercial Lending
492526,State Bank and Trust Company,Gwinnett Office,1970 Sattellite Blvd,Duluth,GA,30097,Gwinnett,4216655,3514060,15937,NM,0,51,11,57870,State,21,FDIC,Commercial Lending
363539,State Bank and Trust Company,Alpharetta Branch,2380 Old Milton Parkway,Alpharetta,GA,30009,Fulton,4216655,3514060,147300,NM,0,22,11,57870,State,21,FDIC,Commercial Lending
472698,State Bank and Trust Company,Marietta Branch,250 Church Street,Marietta,GA,30060,Cobb,4216655,3514060,118565,NM,0,38,11,57870,State,21,FDIC,Commercial Lending
557113,State Bank and Trust Company,Buckhead Tower Branch,"3399 Peachtree Road, Ne, Suite 2050",Atlanta,GA,30326,Fulton,4216655,3514060,0,NM,0,49,21,57870,State,21,FDIC,Commercial Lending
061115,State Bank and Trust Company,East Paces Ferry Road Branch,415 East Paces Ferry Road,Atlanta,GA,30305,Fulton,4216655,3514060,804817,NM,0,25,11,57870,State,21,FDIC,Commercial Lending
032687,State Bank and Trust Company,Peachtree Parkway Branch,6170 Peachtree Parkway At Peachtree Corners,Norcross,GA,30092,Gwinnett,4216655,3514060,52384,NM,0,33,11,57870,State,21,FDIC,Commercial Lending
429271,Legacy State Bank,Legacy State Bank,3825 Harrison Road,Loganville,GA,30052,Gwinnett,79411,70336,70336,NM,1,0,11,57882,State,21,FDIC,Commercial Lending
527682,ServisFirst Bank,Kennesaw Branch,2454 Kennesaw Due West Road,Kennesaw,GA,30144,Cobb,6329180,5400047,68916,NM,0,14,11,57993,State,21,FDIC,Commercial Lending
461684,ServisFirst Bank,Douglasville Branch,2801 Chapel Hill Road,Douglasville,GA,30135,Douglas,6329180,5400047,124258,NM,0,13,11,57993,State,21,FDIC,Commercial Lending
580095,ServisFirst Bank,Galleria Branch,"300 Galleria Parkway, Suites 100 And 350",Atlanta,GA,30339,Cobb,6329180,5400047,54668,NM,0,18,11,57993,State,21,FDIC,Commercial Lending
451806,Georgia Heritage Bank,Marietta Branch,3622 Dallas Highway,Marietta,GA,30064,Cobb,87592,76907,10702,NM,0,1,11,58005,State,21,FDIC,Commercial Lending
439724,Signature Bank of Georgia,Signature Bank Of Georgia,"6065 Roswell Road, Suite 110",Sandy Springs,GA,30328,Fulton,100439,82706,82706,NM,1,0,11,58103,State,21,FDIC,Commercial Lending
452048,Signature Bank of Georgia,Sandy Springs Branch,"6065 Roswell Road, Suite 600",Sandy Springs,GA,30328,Fulton,100439,82706,0,NM,0,1,21,58103,State,21,FDIC,Commercial Lending
468328,Metro City Bank,Johns Creek Branch,"10820 Abbotts Bridge Road, Suite 140",Johns Creek,GA,30097,Fulton,1138149,955735,95779,NM,0,2,11,58181,State,21,FDIC,Commercial Lending
521334,Metro City Bank,Sugarloaf Branch,1295 Old Peachtree Rd Nw Ste 180,Suwanee,GA,30024,Gwinnett,1138149,955735,53904,NM,0,4,11,58181,State,21,FDIC,Commercial Lending
482623,Metro City Bank,Suwanee Branch,"2790 Lawrenceville-Suwanee Road, Suite 105",Suwanee,GA,30024,Gwinnett,1138149,955735,87085,NM,0,3,11,58181,State,21,FDIC,Commercial Lending
458373,Metro City Bank,Duluth Branch,3725 Old Norcross Road,Duluth,GA,30096,Gwinnett,1138149,955735,100093,NM,0,1,11,58181,State,21,FDIC,Commercial Lending
493873,Metro City Bank,Norcross Branch,"5385 Jimmy Carter Blvd, Ste 100",Norcross,GA,30093,Gwinnett,1138149,955735,59091,NM,0,7,11,58181,State,21,FDIC,Commercial Lending
441400,Metro City Bank,Metro City Bank,5441 Buford Highway,Doraville,GA,30340,DeKalb,1138149,955735,344457,NM,1,0,11,58181,State,21,FDIC,Commercial Lending
441707,Providence Bank,Providence Bank,4955 Windward Parkway,Alpharetta,GA,30004,Fulton,100929,81548,81548,NM,1,0,11,58189,State,21,FDIC,Commercial Lending
481690,WestSide Bank,Mableton Branch,4901 Floyd Road,Mableton,GA,30126,Cobb,126751,115149,86580,NM,0,1,11,58347,State,21,FDIC,Commercial Lending
